job_id,job_title,company,location,salary_min,salary_max,job_type,experience_level,company_size,required_skills,posted_date,company_description,salary_avg,job_title_clean,location_clean,month,day_of_week,Python,SQL,Excel,Power BI,Tableau,Machine Learning,TensorFlow,PyTorch,AWS,Azure,Google Cloud,R,JavaScript,Docker,Kubernetes,Airflow,Spark,Hadoop,DAX,Visualization,Git,Jupyter,Pandas,NumPy,total_skills
108,Analytics Manager,MegaCorp,Hyderabad,485374,1434457,Onsite,Mid,200-500,"R, Visualization, Tableau, Azure, SQL",2026-03-08,We are a technology company focused on data analytics and AI solutions.,959915.5,Analytics Manager,Hyderabad,2026-03,Sunday,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5
110,Business Analyst,DataFirst,Bangalore,378249,1262785,Hybrid,Entry,50-200,"Spark, Azure, Google Cloud",2026-04-13,We are a technology company focused on data analytics and AI solutions.,820517.0,Business Analyst,Bangalore,2026-04,Monday,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4
111,Data Analyst,DataFlow,Mumbai,668009,1832766,Hybrid,Mid,50-200,"PyTorch, Tableau, Docker, R, Hadoop, Airflow",2026-05-12,We are a technology company focused on data analytics and AI solutions.,1250387.5,Data Analyst,Mumbai,2026-05,Tuesday,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,6
112,Analytics Manager,Digital Solutions,Pune,302719,1329992,Hybrid,Entry,50-200,"AWS, Power BI, R",2026-04-16,We are a technology company focused on data analytics and AI solutions.,816355.5,Analytics Manager,Pune,2026-04,Thursday,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
113,Business Analyst,Tech Corp,Hyderabad,453962,1778080,Remote,Entry,200-500,"Tableau, Excel, Spark, Airflow, Kubernetes",2026-04-27,We are a technology company focused on data analytics and AI solutions.,1116021.0,Business Analyst,Hyderabad,2026-04,Monday,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,6
114,Business Analyst,ResearchLab,Pune,770452,1528744,Hybrid,Senior,200-500,"Machine Learning, Docker, Hadoop",2026-04-18,We are a technology company focused on data analytics and AI solutions.,1149598.0,Business Analyst,Pune,2026-04,Saturday,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,4
115,Data Analyst,Analytics Pro,Delhi,729725,1542488,Hybrid,Mid,10-50,"Excel, Power BI, JavaScript, SQL, TensorFlow, Docker",2026-03-24,We are a technology company focused on data analytics and AI solutions.,1136106.5,Data Analyst,Delhi,2026-03,Tuesday,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,7
116,Senior Data Analyst,ResearchLab,Bangalore,342534,1435567,Onsite,Entry,50-200,"Excel, Machine Learning, DAX, Python",2026-05-28,We are a technology company focused on data analytics and AI solutions.,889050.5,Senior Data Analyst,Bangalore,2026-05,Thursday,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5
119,Research Analyst,TechVision,Hyderabad,712003,1322828,Hybrid,Lead,500+,"Airflow, DAX, R, JavaScript, Docker",2026-04-03,We are a technology company focused on data analytics and AI solutions.,1017415.5,Research Analyst,Hyderabad,2026-04,Friday,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,5
120,Data Analyst Junior,DataFirst,Bangalore,426209,1278366,Hybrid,Mid,200-500,"Visualization, SQL, R, PyTorch, Kubernetes, Excel",2026-03-09,We are a technology company focused on data analytics and AI solutions.,852287.5,Data Analyst Junior,Bangalore,2026-03,Monday,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,6
121,BI Developer,Tech Corp,Gurgaon,742061,1521384,Remote,Senior,50-200,"AWS, TensorFlow, Excel, JavaScript, Machine Learning",2026-05-06,We are a technology company focused on data analytics and AI solutions.,1131722.5,Bi Developer,Gurgaon,2026-05,Wednesday,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6
122,Marketing Analyst,Tech Corp,Delhi,489004,1757386,Hybrid,Mid,50-200,"Python, Azure, AWS",2026-04-27,We are a technology company focused on data analytics and AI solutions.,1123195.0,Marketing Analyst,Delhi,2026-04,Monday,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
123,Research Analyst,DataFirst,Hyderabad,392124,1219139,Hybrid,Senior,200-500,"JavaScript, AWS, Python, SQL, Docker, Hadoop",2026-03-12,We are a technology company focused on data analytics and AI solutions.,805631.5,Research Analyst,Hyderabad,2026-03,Thursday,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,7
124,BI Developer,StartupXYZ,Delhi,391659,1319777,Hybrid,Lead,10-50,"Docker, TensorFlow, Power BI",2026-05-02,We are a technology company focused on data analytics and AI solutions.,855718.0,Bi Developer,Delhi,2026-05,Saturday,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4
125,Analytics Manager,TechVision,Pune,464134,1032549,Hybrid,Entry,50-200,"Power BI, JavaScript, Tableau, PyTorch, Kubernetes",2026-05-06,We are a technology company focused on data analytics and AI solutions.,748341.5,Analytics Manager,Pune,2026-05,Wednesday,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,6
127,Data Scientist,Analytics Pro,Pune,518335,1590546,Onsite,Mid,10-50,"Python, Excel, Machine Learning, TensorFlow, JavaScript, Visualization",2026-05-12,We are a technology company focused on data analytics and AI solutions.,1054440.5,Data Scientist,Pune,2026-05,Tuesday,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,7
128,Data Analyst,InfoTech,Pune,788972,1782469,Remote,Mid,200-500,"Tableau, Power BI, Airflow",2026-06-01,We are a technology company focused on data analytics and AI solutions.,1285720.5,Data Analyst,Pune,2026-06,Monday,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4
129,Research Analyst,Finance Inc,Hyderabad,753677,836321,Onsite,Mid,50-200,"Excel, JavaScript, Visualization, Airflow, Spark, Kubernetes",2026-04-20,We are a technology company focused on data analytics and AI solutions.,794999.0,Research Analyst,Hyderabad,2026-04,Monday,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,7
130,Research Analyst,Tech Corp,Bangalore,375418,1135441,Hybrid,Mid,500+,"Hadoop, JavaScript, Visualization, Excel",2026-05-27,We are a technology company focused on data analytics and AI solutions.,755429.5,Research Analyst,Bangalore,2026-05,Wednesday,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,5
133,Business Analyst,Analytics Pro,Bangalore,728048,1590144,Remote,Mid,200-500,"Python, TensorFlow, Kubernetes, Spark",2026-06-02,We are a technology company focused on data analytics and AI solutions.,1159096.0,Business Analyst,Bangalore,2026-06,Tuesday,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,5
134,Marketing Analyst,TechVision,Mumbai,463038,1194583,Onsite,Senior,50-200,"TensorFlow, Spark, Machine Learning, Excel, SQL, Hadoop",2026-04-15,We are a technology company focused on data analytics and AI solutions.,828810.5,Marketing Analyst,Mumbai,2026-04,Wednesday,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,7
135,Analytics Manager,Finance Inc,Delhi,765761,1038389,Onsite,Senior,200-500,"SQL, Hadoop, Google Cloud, R, JavaScript",2026-03-31,We are a technology company focused on data analytics and AI solutions.,902075.0,Analytics Manager,Delhi,2026-03,Tuesday,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,5
136,Product Analyst,Digital Solutions,Bangalore,706203,1439430,Onsite,Mid,200-500,"TensorFlow, Excel, Machine Learning, SQL, Google Cloud",2026-05-15,We are a technology company focused on data analytics and AI solutions.,1072816.5,Product Analyst,Bangalore,2026-05,Friday,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6
137,Senior Data Analyst,TechVision,Delhi,468383,1900500,Hybrid,Mid,10-50,"Visualization, Airflow, Spark, PyTorch, AWS, Python",2026-04-13,We are a technology company focused on data analytics and AI solutions.,1184441.5,Senior Data Analyst,Delhi,2026-04,Monday,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,7
138,Business Analyst,ResearchLab,Chennai,593719,1876299,Hybrid,Entry,50-200,"Airflow, AWS, DAX, Python, PyTorch",2026-03-11,We are a technology company focused on data analytics and AI solutions.,1235009.0,Business Analyst,Chennai,2026-03,Wednesday,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,6
139,Data Analyst,Digital Solutions,Mumbai,625996,1558470,Remote,Entry,50-200,"Airflow, Azure, R, PyTorch",2026-04-28,We are a technology company focused on data analytics and AI solutions.,1092233.0,Data Analyst,Mumbai,2026-04,Tuesday,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4
140,Business Analyst,DataFirst,Mumbai,558722,1464468,Remote,Entry,50-200,"AWS, Visualization, Hadoop, Docker",2026-03-24,We are a technology company focused on data analytics and AI solutions.,1011595.0,Business Analyst,Mumbai,2026-03,Tuesday,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,5
142,Business Analyst,StartupXYZ,Mumbai,502053,1486684,Remote,Entry,200-500,"Visualization, Tableau, PyTorch, DAX, TensorFlow, AWS",2026-04-18,We are a technology company focused on data analytics and AI solutions.,994368.5,Business Analyst,Mumbai,2026-04,Saturday,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,7
143,Data Analyst,Finance Inc,Bangalore,376242,1828400,Remote,Lead,200-500,"Azure, Machine Learning, DAX, Docker, Google Cloud",2026-05-29,We are a technology company focused on data analytics and AI solutions.,1102321.0,Data Analyst,Bangalore,2026-05,Friday,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,6
144,Data Engineer,CloudSystems,Bangalore,478589,1988575,Hybrid,Mid,200-500,"JavaScript, Hadoop, Python, R, Google Cloud, PyTorch",2026-04-05,We are a technology company focused on data analytics and AI solutions.,1233582.0,Data Engineer,Bangalore,2026-04,Sunday,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,6
146,Research Analyst,DataFlow,Hyderabad,780488,1158690,Onsite,Mid,500+,"DAX, Excel, SQL",2026-04-21,We are a technology company focused on data analytics and AI solutions.,969589.0,Research Analyst,Hyderabad,2026-04,Tuesday,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
147,Research Analyst,DataFlow,Bangalore,735423,1739947,Onsite,Entry,200-500,"Power BI, SQL, Airflow",2026-03-13,We are a technology company focused on data analytics and AI solutions.,1237685.0,Research Analyst,Bangalore,2026-03,Friday,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4
148,Senior Data Analyst,Finance Inc,Mumbai,444353,879973,Hybrid,Mid,200-500,"Power BI, DAX, Google Cloud",2026-05-17,We are a technology company focused on data analytics and AI solutions.,662163.0,Senior Data Analyst,Mumbai,2026-05,Sunday,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,4
149,BI Developer,Digital Solutions,Bangalore,623390,1434122,Hybrid,Mid,500+,"PyTorch, JavaScript, Kubernetes, Spark, R, Machine Learning",2026-03-31,We are a technology company focused on data analytics and AI solutions.,1028756.0,Bi Developer,Bangalore,2026-03,Tuesday,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,6
150,Data Analyst Junior,TechVision,Bangalore,563579,1848173,Hybrid,Mid,50-200,"Azure, Google Cloud, Python, TensorFlow, SQL, Kubernetes",2026-05-10,We are a technology company focused on data analytics and AI solutions.,1205876.0,Data Analyst Junior,Bangalore,2026-05,Sunday,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,7
151,Data Analyst Junior,StartupXYZ,Delhi,529947,1087681,Onsite,Mid,200-500,"SQL, Airflow, Docker, JavaScript, Power BI, Tableau",2026-05-08,We are a technology company focused on data analytics and AI solutions.,808814.0,Data Analyst Junior,Delhi,2026-05,Friday,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,7
152,Marketing Analyst,InfoTech,Delhi,531758,1294509,Remote,Lead,10-50,"PyTorch, Spark, Power BI",2026-05-28,We are a technology company focused on data analytics and AI solutions.,913133.5,Marketing Analyst,Delhi,2026-05,Thursday,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4
153,Business Analyst,DataFlow,Hyderabad,391357,1025049,Hybrid,Senior,50-200,"Python, DAX, R, JavaScript",2026-04-21,We are a technology company focused on data analytics and AI solutions.,708203.0,Business Analyst,Hyderabad,2026-04,Tuesday,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4
154,Research Analyst,StartupXYZ,Chennai,457732,966703,Onsite,Mid,50-200,"Excel, Tableau, Visualization, DAX, Azure, Hadoop",2026-05-06,We are a technology company focused on data analytics and AI solutions.,712217.5,Research Analyst,Chennai,2026-05,Wednesday,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,7
155,Data Analyst,DataFlow,Bangalore,698300,1564357,Hybrid,Mid,500+,"Kubernetes, AWS, Tableau, PyTorch",2026-04-21,We are a technology company focused on data analytics and AI solutions.,1131328.5,Data Analyst,Bangalore,2026-04,Tuesday,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5
156,ML Engineer,ResearchLab,Delhi,775413,1547419,Hybrid,Mid,500+,"AWS, Python, Power BI, Google Cloud, PyTorch",2026-04-29,We are a technology company focused on data analytics and AI solutions.,1161416.0,Ml Engineer,Delhi,2026-04,Wednesday,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6
158,Data Engineer,ResearchLab,Kolkata,503667,935832,Remote,Mid,200-500,"R, Python, SQL, Google Cloud, TensorFlow",2026-05-29,We are a technology company focused on data analytics and AI solutions.,719749.5,Data Engineer,Kolkata,2026-05,Friday,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5
159,Research Analyst,Analytics Pro,Delhi,383807,1083780,Hybrid,Entry,50-200,"Python, Tableau, Google Cloud, Azure, Docker, Visualization",2026-05-10,We are a technology company focused on data analytics and AI solutions.,733793.5,Research Analyst,Delhi,2026-05,Sunday,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,7
160,Research Analyst,DataFlow,Delhi,738755,1902127,Remote,Mid,500+,"Power BI, SQL, Google Cloud, Hadoop, Excel, Docker",2026-05-04,We are a technology company focused on data analytics and AI solutions.,1320441.0,Research Analyst,Delhi,2026-05,Monday,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,7
163,Research Analyst,ResearchLab,Hyderabad,558778,1808559,Onsite,Lead,10-50,"PyTorch, Google Cloud, Power BI, AWS, Azure, JavaScript",2026-03-22,We are a technology company focused on data analytics and AI solutions.,1183668.5,Research Analyst,Hyderabad,2026-03,Sunday,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7
164,Senior Data Analyst,DataFirst,Delhi,481264,1220182,Remote,Senior,200-500,"Kubernetes, Machine Learning, Python",2026-04-28,We are a technology company focused on data analytics and AI solutions.,850723.0,Senior Data Analyst,Delhi,2026-04,Tuesday,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4
165,Business Analyst,SmartAnalytics,Bangalore,773611,1482347,Hybrid,Senior,200-500,"PyTorch, Visualization, Python, R, Spark, Tableau",2026-05-08,We are a technology company focused on data analytics and AI solutions.,1127979.0,Business Analyst,Bangalore,2026-05,Friday,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,6
166,Product Analyst,CloudSystems,Delhi,685941,1822378,Remote,Mid,50-200,"Spark, R, PyTorch, Tableau",2026-05-22,We are a technology company focused on data analytics and AI solutions.,1254159.5,Product Analyst,Delhi,2026-05,Friday,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4
167,Marketing Analyst,DataFlow,Hyderabad,626032,1513708,Onsite,Senior,10-50,"TensorFlow, Airflow, Visualization, Python, Docker, Kubernetes",2026-04-24,We are a technology company focused on data analytics and AI solutions.,1069870.0,Marketing Analyst,Hyderabad,2026-04,Friday,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,7
168,Data Scientist,Finance Inc,Mumbai,373609,1348884,Remote,Entry,200-500,"SQL, TensorFlow, AWS, Power BI, Python, DAX",2026-03-30,We are a technology company focused on data analytics and AI solutions.,861246.5,Data Scientist,Mumbai,2026-03,Monday,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7
169,Data Analyst Junior,ResearchLab,Bangalore,571221,1650538,Hybrid,Senior,10-50,"Power BI, Visualization, PyTorch, Hadoop, TensorFlow, Excel",2026-03-11,We are a technology company focused on data analytics and AI solutions.,1110879.5,Data Analyst Junior,Bangalore,2026-03,Wednesday,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,7
170,BI Developer,Analytics Pro,Bangalore,548512,1825014,Onsite,Entry,200-500,"Excel, R, Python, Airflow",2026-05-11,We are a technology company focused on data analytics and AI solutions.,1186763.0,Bi Developer,Bangalore,2026-05,Monday,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4
171,Data Engineer,InfoTech,Mumbai,553973,1787471,Onsite,Senior,500+,"Kubernetes, Power BI, DAX, Hadoop, SQL",2026-04-21,We are a technology company focused on data analytics and AI solutions.,1170722.0,Data Engineer,Mumbai,2026-04,Tuesday,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,6
172,Product Analyst,InfoTech,Bangalore,583097,859182,Remote,Entry,50-200,"Spark, Kubernetes, Machine Learning, Visualization, JavaScript",2026-04-05,We are a technology company focused on data analytics and AI solutions.,721139.5,Product Analyst,Bangalore,2026-04,Sunday,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,6
177,ML Engineer,CloudSystems,Hyderabad,730783,1696782,Remote,Lead,500+,"SQL, R, Spark, PyTorch, Kubernetes, Google Cloud",2026-05-13,We are a technology company focused on data analytics and AI solutions.,1213782.5,Ml Engineer,Hyderabad,2026-05,Wednesday,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,6
178,Senior Data Analyst,CloudSystems,Mumbai,415374,1570188,Onsite,Mid,10-50,"Spark, Google Cloud, Excel, Python, PyTorch, JavaScript",2026-03-21,We are a technology company focused on data analytics and AI solutions.,992781.0,Senior Data Analyst,Mumbai,2026-03,Saturday,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,7
180,Research Analyst,Tech Corp,Delhi,452267,1755154,Hybrid,Mid,200-500,"Machine Learning, Azure, Spark, AWS, Google Cloud",2026-05-22,We are a technology company focused on data analytics and AI solutions.,1103710.5,Research Analyst,Delhi,2026-05,Friday,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,6
182,BI Developer,ProductCo,Pune,784090,1505475,Onsite,Entry,10-50,"Tableau, Hadoop, Python",2026-05-19,We are a technology company focused on data analytics and AI solutions.,1144782.5,Bi Developer,Pune,2026-05,Tuesday,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
183,Research Analyst,ResearchLab,Gurgaon,649410,1382004,Remote,Entry,200-500,"Excel, Kubernetes, AWS, Google Cloud",2026-04-20,We are a technology company focused on data analytics and AI solutions.,1015707.0,Research Analyst,Gurgaon,2026-04,Monday,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,5
184,Data Analyst,DataFirst,Bangalore,452499,1680179,Hybrid,Senior,50-200,"Google Cloud, PyTorch, Tableau, Machine Learning, Kubernetes",2026-03-31,We are a technology company focused on data analytics and AI solutions.,1066339.0,Data Analyst,Bangalore,2026-03,Tuesday,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,6
185,Data Analyst,Analytics Pro,Bangalore,662876,1548013,Remote,Mid,50-200,"Power BI, Google Cloud, TensorFlow, Python, Excel, Machine Learning",2026-05-24,We are a technology company focused on data analytics and AI solutions.,1105444.5,Data Analyst,Bangalore,2026-05,Sunday,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7
186,BI Developer,MegaCorp,Bangalore,589227,1491738,Onsite,Mid,10-50,"PyTorch, Excel, Kubernetes",2026-03-26,We are a technology company focused on data analytics and AI solutions.,1040482.5,Bi Developer,Bangalore,2026-03,Thursday,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4
187,Senior Data Analyst,CloudSystems,Bangalore,518118,944539,Hybrid,Mid,500+,"DAX, Python, Spark, R",2026-05-15,We are a technology company focused on data analytics and AI solutions.,731328.5,Senior Data Analyst,Bangalore,2026-05,Friday,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,4
188,BI Developer,TechVision,Mumbai,619516,1224226,Onsite,Mid,10-50,"Machine Learning, Google Cloud, Visualization, PyTorch",2026-04-02,We are a technology company focused on data analytics and AI solutions.,921871.0,Bi Developer,Mumbai,2026-04,Thursday,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,5
189,ML Engineer,AI Solutions,Chennai,423786,1970575,Remote,Senior,50-200,"Excel, Azure, Power BI",2026-05-23,We are a technology company focused on data analytics and AI solutions.,1197180.5,Ml Engineer,Chennai,2026-05,Saturday,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
190,BI Developer,InfoTech,Hyderabad,737280,1963369,Remote,Lead,50-200,"Visualization, JavaScript, Power BI, Excel",2026-04-03,We are a technology company focused on data analytics and AI solutions.,1350324.5,Bi Developer,Hyderabad,2026-04,Friday,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,5
191,Business Analyst,CloudSystems,Hyderabad,307813,812289,Remote,Mid,500+,"Spark, Google Cloud, Machine Learning, R",2026-04-23,We are a technology company focused on data analytics and AI solutions.,560051.0,Business Analyst,Hyderabad,2026-04,Thursday,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4
192,Research Analyst,AI Solutions,Bangalore,331598,1500336,Remote,Senior,200-500,"JavaScript, Docker, R, Tableau, Power BI",2026-03-13,We are a technology company focused on data analytics and AI solutions.,915967.0,Research Analyst,Bangalore,2026-03,Friday,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5
193,Product Analyst,DataFlow,Delhi,557951,1498956,Remote,Senior,200-500,"Kubernetes, Hadoop, Azure, Spark, Airflow",2026-03-27,We are a technology company focused on data analytics and AI solutions.,1028453.5,Product Analyst,Delhi,2026-03,Friday,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,6
194,Analytics Manager,Analytics Pro,Mumbai,393106,886365,Onsite,Mid,50-200,"Kubernetes, Power BI, DAX, R, Tableau, Spark",2026-04-07,We are a technology company focused on data analytics and AI solutions.,639735.5,Analytics Manager,Mumbai,2026-04,Tuesday,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,6
195,Senior Data Analyst,DataFlow,Hyderabad,589226,1554950,Remote,Lead,200-500,"SQL, Hadoop, Google Cloud, R, JavaScript, PyTorch",2026-05-30,We are a technology company focused on data analytics and AI solutions.,1072088.0,Senior Data Analyst,Hyderabad,2026-05,Saturday,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,6
196,BI Developer,ProductCo,Chennai,591385,975211,Remote,Entry,50-200,"Power BI, Airflow, Kubernetes, Python, JavaScript",2026-05-08,We are a technology company focused on data analytics and AI solutions.,783298.0,Bi Developer,Chennai,2026-05,Friday,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,6
197,Data Engineer,Finance Inc,Pune,527286,1921164,Onsite,Entry,200-500,"Spark, Power BI, JavaScript, Machine Learning, Azure",2026-05-07,We are a technology company focused on data analytics and AI solutions.,1224225.0,Data Engineer,Pune,2026-05,Thursday,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,6
198,Data Analyst,MegaCorp,Hyderabad,737785,863646,Hybrid,Senior,500+,"Spark, Docker, R, Power BI",2026-05-09,We are a technology company focused on data analytics and AI solutions.,800715.5,Data Analyst,Hyderabad,2026-05,Saturday,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,4
199,Business Analyst,Analytics Pro,Mumbai,311745,1065798,Onsite,Mid,10-50,"PyTorch, Google Cloud, Spark, Docker, Python",2026-04-16,We are a technology company focused on data analytics and AI solutions.,688771.5,Business Analyst,Mumbai,2026-04,Thursday,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,6
200,Data Analyst Junior,Tech Corp,Delhi,588173,1529532,Remote,Senior,200-500,"Machine Learning, Python, Kubernetes, Excel, Power BI, Tableau",2026-05-14,We are a technology company focused on data analytics and AI solutions.,1058852.5,Data Analyst Junior,Delhi,2026-05,Thursday,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7
204,Product Analyst,SmartAnalytics,Hyderabad,445360,1706323,Onsite,Mid,50-200,"Hadoop, JavaScript, AWS, Machine Learning, Docker, Power BI",2026-04-10,We are a technology company focused on data analytics and AI solutions.,1075841.5,Product Analyst,Hyderabad,2026-04,Friday,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,7
206,BI Developer,TechVision,Chennai,699756,1336437,Hybrid,Mid,200-500,"Excel, JavaScript, Python, Visualization",2026-05-09,We are a technology company focused on data analytics and AI solutions.,1018096.5,Bi Developer,Chennai,2026-05,Saturday,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,5
207,ML Engineer,Analytics Pro,Hyderabad,659912,1366956,Hybrid,Senior,50-200,"Docker, R, Machine Learning, DAX, SQL",2026-03-12,We are a technology company focused on data analytics and AI solutions.,1013434.0,Ml Engineer,Hyderabad,2026-03,Thursday,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,5
