job_id,job_title,company,location,salary_min,salary_max,job_type,experience_level,company_size,required_skills,posted_date,company_description,salary_avg
140,Business Analyst,DataFirst,Mumbai,558722,1464468,Remote,Entry,50-200,"AWS, Visualization, Hadoop, Docker",2026-03-24,We are a technology company focused on data analytics and AI solutions.,1011595.0
141,Data Engineer,SmartAnalytics,Bangalore,432079,1008786,Hybrid,Mid,500+,"Docker, Azure, Airflow, Tableau, Excel",2026-05-08,We are a technology company focused on data analytics and AI solutions.,720432.5
142,Business Analyst,StartupXYZ,Mumbai,502053,1486684,Remote,Entry,200-500,"Visualization, Tableau, PyTorch, DAX, TensorFlow, AWS",2026-04-18,We are a technology company focused on data analytics and AI solutions.,994368.5
143,Data Analyst,Finance Inc,Bangalore,376242,1828400,Remote,Lead,200-500,"Azure, Machine Learning, DAX, Docker, Google Cloud",2026-05-29,We are a technology company focused on data analytics and AI solutions.,1102321.0
144,Data Engineer,CloudSystems,Bangalore,478589,1988575,Hybrid,Mid,200-500,"JavaScript, Hadoop, Python, R, Google Cloud, PyTorch",2026-04-05,We are a technology company focused on data analytics and AI solutions.,1233582.0
145,Data Analyst Junior,SmartAnalytics,Mumbai,329257,1680112,Onsite,Mid,50-200,"JavaScript, Google Cloud, DAX",2026-04-20,We are a technology company focused on data analytics and AI solutions.,1004684.5
146,Research Analyst,DataFlow,Hyderabad,780488,1158690,Onsite,Mid,500+,"DAX, Excel, SQL",2026-04-21,We are a technology company focused on data analytics and AI solutions.,969589.0
147,Research Analyst,DataFlow,Bangalore,735423,1739947,Onsite,Entry,200-500,"Power BI, SQL, Airflow",2026-03-13,We are a technology company focused on data analytics and AI solutions.,1237685.0
148,Senior Data Analyst,Finance Inc,Mumbai,444353,879973,Hybrid,Mid,200-500,"Power BI, DAX, Google Cloud",2026-05-17,We are a technology company focused on data analytics and AI solutions.,662163.0
149,BI Developer,Digital Solutions,Bangalore,623390,1434122,Hybrid,Mid,500+,"PyTorch, JavaScript, Kubernetes, Spark, R, Machine Learning",2026-03-31,We are a technology company focused on data analytics and AI solutions.,1028756.0
150,Data Analyst Junior,TechVision,Bangalore,563579,1848173,Hybrid,Mid,50-200,"Azure, Google Cloud, Python, TensorFlow, SQL, Kubernetes",2026-05-10,We are a technology company focused on data analytics and AI solutions.,1205876.0
151,Data Analyst Junior,StartupXYZ,Delhi,529947,1087681,Onsite,Mid,200-500,"SQL, Airflow, Docker, JavaScript, Power BI, Tableau",2026-05-08,We are a technology company focused on data analytics and AI solutions.,808814.0
152,Marketing Analyst,InfoTech,Delhi,531758,1294509,Remote,Lead,10-50,"PyTorch, Spark, Power BI",2026-05-28,We are a technology company focused on data analytics and AI solutions.,913133.5
153,Business Analyst,DataFlow,Hyderabad,391357,1025049,Hybrid,Senior,50-200,"Python, DAX, R, JavaScript",2026-04-21,We are a technology company focused on data analytics and AI solutions.,708203.0
154,Research Analyst,StartupXYZ,Chennai,457732,966703,Onsite,Mid,50-200,"Excel, Tableau, Visualization, DAX, Azure, Hadoop",2026-05-06,We are a technology company focused on data analytics and AI solutions.,712217.5
155,Data Analyst,DataFlow,Bangalore,698300,1564357,Hybrid,Mid,500+,"Kubernetes, AWS, Tableau, PyTorch",2026-04-21,We are a technology company focused on data analytics and AI solutions.,1131328.5
156,ML Engineer,ResearchLab,Delhi,775413,1547419,Hybrid,Mid,500+,"AWS, Python, Power BI, Google Cloud, PyTorch",2026-04-29,We are a technology company focused on data analytics and AI solutions.,1161416.0
157,ML Engineer,TechVision,Mumbai,706723,1879924,Hybrid,Entry,200-500,"Google Cloud, AWS, R, DAX, Kubernetes, Tableau",2026-05-16,We are a technology company focused on data analytics and AI solutions.,1293323.5
158,Data Engineer,ResearchLab,Kolkata,503667,935832,Remote,Mid,200-500,"R, Python, SQL, Google Cloud, TensorFlow",2026-05-29,We are a technology company focused on data analytics and AI solutions.,719749.5
159,Research Analyst,Analytics Pro,Delhi,383807,1083780,Hybrid,Entry,50-200,"Python, Tableau, Google Cloud, Azure, Docker, Visualization",2026-05-10,We are a technology company focused on data analytics and AI solutions.,733793.5
160,Research Analyst,DataFlow,Delhi,738755,1902127,Remote,Mid,500+,"Power BI, SQL, Google Cloud, Hadoop, Excel, Docker",2026-05-04,We are a technology company focused on data analytics and AI solutions.,1320441.0
161,Senior Data Analyst,CloudSystems,Delhi,678097,1204772,Remote,Mid,50-200,"Airflow, Kubernetes, Hadoop, Tableau, Docker",2026-05-26,We are a technology company focused on data analytics and AI solutions.,941434.5
162,ML Engineer,CloudSystems,Hyderabad,438563,1371107,Remote,Entry,50-200,"Azure, Excel, AWS, Tableau, Docker",2026-03-12,We are a technology company focused on data analytics and AI solutions.,904835.0
163,Research Analyst,ResearchLab,Hyderabad,558778,1808559,Onsite,Lead,10-50,"PyTorch, Google Cloud, Power BI, AWS, Azure, JavaScript",2026-03-22,We are a technology company focused on data analytics and AI solutions.,1183668.5
164,Senior Data Analyst,DataFirst,Delhi,481264,1220182,Remote,Senior,200-500,"Kubernetes, Machine Learning, Python",2026-04-28,We are a technology company focused on data analytics and AI solutions.,850723.0
165,Business Analyst,SmartAnalytics,Bangalore,773611,1482347,Hybrid,Senior,200-500,"PyTorch, Visualization, Python, R, Spark, Tableau",2026-05-08,We are a technology company focused on data analytics and AI solutions.,1127979.0
166,Product Analyst,CloudSystems,Delhi,685941,1822378,Remote,Mid,50-200,"Spark, R, PyTorch, Tableau",2026-05-22,We are a technology company focused on data analytics and AI solutions.,1254159.5
167,Marketing Analyst,DataFlow,Hyderabad,626032,1513708,Onsite,Senior,10-50,"TensorFlow, Airflow, Visualization, Python, Docker, Kubernetes",2026-04-24,We are a technology company focused on data analytics and AI solutions.,1069870.0
168,Data Scientist,Finance Inc,Mumbai,373609,1348884,Remote,Entry,200-500,"SQL, TensorFlow, AWS, Power BI, Python, DAX",2026-03-30,We are a technology company focused on data analytics and AI solutions.,861246.5
169,Data Analyst Junior,ResearchLab,Bangalore,571221,1650538,Hybrid,Senior,10-50,"Power BI, Visualization, PyTorch, Hadoop, TensorFlow, Excel",2026-03-11,We are a technology company focused on data analytics and AI solutions.,1110879.5
170,BI Developer,Analytics Pro,Bangalore,548512,1825014,Onsite,Entry,200-500,"Excel, R, Python, Airflow",2026-05-11,We are a technology company focused on data analytics and AI solutions.,1186763.0
171,Data Engineer,InfoTech,Mumbai,553973,1787471,Onsite,Senior,500+,"Kubernetes, Power BI, DAX, Hadoop, SQL",2026-04-21,We are a technology company focused on data analytics and AI solutions.,1170722.0
172,Product Analyst,InfoTech,Bangalore,583097,859182,Remote,Entry,50-200,"Spark, Kubernetes, Machine Learning, Visualization, JavaScript",2026-04-05,We are a technology company focused on data analytics and AI solutions.,721139.5
173,Marketing Analyst,AI Solutions,Mumbai,770135,1149307,Onsite,Senior,10-50,"R, PyTorch, Visualization",2026-05-26,We are a technology company focused on data analytics and AI solutions.,959721.0
174,Marketing Analyst,SmartAnalytics,Bangalore,676826,1101454,Hybrid,Senior,200-500,"DAX, Hadoop, Tableau",2026-06-02,We are a technology company focused on data analytics and AI solutions.,889140.0
175,Marketing Analyst,Digital Solutions,Bangalore,630033,1988554,Hybrid,Entry,200-500,"R, Hadoop, Machine Learning, PyTorch, TensorFlow",2026-04-09,We are a technology company focused on data analytics and AI solutions.,1309293.5
176,Marketing Analyst,TechVision,Delhi,454893,1623346,Remote,Mid,50-200,"Spark, Google Cloud, Airflow, JavaScript",2026-05-05,We are a technology company focused on data analytics and AI solutions.,1039119.5
177,ML Engineer,CloudSystems,Hyderabad,730783,1696782,Remote,Lead,500+,"SQL, R, Spark, PyTorch, Kubernetes, Google Cloud",2026-05-13,We are a technology company focused on data analytics and AI solutions.,1213782.5
178,Senior Data Analyst,CloudSystems,Mumbai,415374,1570188,Onsite,Mid,10-50,"Spark, Google Cloud, Excel, Python, PyTorch, JavaScript",2026-03-21,We are a technology company focused on data analytics and AI solutions.,992781.0
179,Data Analyst Junior,Digital Solutions,Mumbai,324860,1058517,Hybrid,Senior,50-200,"Hadoop, R, Machine Learning",2026-03-15,We are a technology company focused on data analytics and AI solutions.,691688.5
180,Research Analyst,Tech Corp,Delhi,452267,1755154,Hybrid,Mid,200-500,"Machine Learning, Azure, Spark, AWS, Google Cloud",2026-05-22,We are a technology company focused on data analytics and AI solutions.,1103710.5
181,Marketing Analyst,Analytics Pro,Mumbai,377475,937084,Onsite,Mid,500+,"Excel, Hadoop, Azure, Google Cloud",2026-03-25,We are a technology company focused on data analytics and AI solutions.,657279.5
182,BI Developer,ProductCo,Pune,784090,1505475,Onsite,Entry,10-50,"Tableau, Hadoop, Python",2026-05-19,We are a technology company focused on data analytics and AI solutions.,1144782.5
183,Research Analyst,ResearchLab,Gurgaon,649410,1382004,Remote,Entry,200-500,"Excel, Kubernetes, AWS, Google Cloud",2026-04-20,We are a technology company focused on data analytics and AI solutions.,1015707.0
184,Data Analyst,DataFirst,Bangalore,452499,1680179,Hybrid,Senior,50-200,"Google Cloud, PyTorch, Tableau, Machine Learning, Kubernetes",2026-03-31,We are a technology company focused on data analytics and AI solutions.,1066339.0
185,Data Analyst,Analytics Pro,Bangalore,662876,1548013,Remote,Mid,50-200,"Power BI, Google Cloud, TensorFlow, Python, Excel, Machine Learning",2026-05-24,We are a technology company focused on data analytics and AI solutions.,1105444.5
186,BI Developer,MegaCorp,Bangalore,589227,1491738,Onsite,Mid,10-50,"PyTorch, Excel, Kubernetes",2026-03-26,We are a technology company focused on data analytics and AI solutions.,1040482.5
187,Senior Data Analyst,CloudSystems,Bangalore,518118,944539,Hybrid,Mid,500+,"DAX, Python, Spark, R",2026-05-15,We are a technology company focused on data analytics and AI solutions.,731328.5
188,BI Developer,TechVision,Mumbai,619516,1224226,Onsite,Mid,10-50,"Machine Learning, Google Cloud, Visualization, PyTorch",2026-04-02,We are a technology company focused on data analytics and AI solutions.,921871.0
189,ML Engineer,AI Solutions,Chennai,423786,1970575,Remote,Senior,50-200,"Excel, Azure, Power BI",2026-05-23,We are a technology company focused on data analytics and AI solutions.,1197180.5
190,BI Developer,InfoTech,Hyderabad,737280,1963369,Remote,Lead,50-200,"Visualization, JavaScript, Power BI, Excel",2026-04-03,We are a technology company focused on data analytics and AI solutions.,1350324.5
191,Business Analyst,CloudSystems,Hyderabad,307813,812289,Remote,Mid,500+,"Spark, Google Cloud, Machine Learning, R",2026-04-23,We are a technology company focused on data analytics and AI solutions.,560051.0
192,Research Analyst,AI Solutions,Bangalore,331598,1500336,Remote,Senior,200-500,"JavaScript, Docker, R, Tableau, Power BI",2026-03-13,We are a technology company focused on data analytics and AI solutions.,915967.0
193,Product Analyst,DataFlow,Delhi,557951,1498956,Remote,Senior,200-500,"Kubernetes, Hadoop, Azure, Spark, Airflow",2026-03-27,We are a technology company focused on data analytics and AI solutions.,1028453.5
194,Analytics Manager,Analytics Pro,Mumbai,393106,886365,Onsite,Mid,50-200,"Kubernetes, Power BI, DAX, R, Tableau, Spark",2026-04-07,We are a technology company focused on data analytics and AI solutions.,639735.5
195,Senior Data Analyst,DataFlow,Hyderabad,589226,1554950,Remote,Lead,200-500,"SQL, Hadoop, Google Cloud, R, JavaScript, PyTorch",2026-05-30,We are a technology company focused on data analytics and AI solutions.,1072088.0
196,BI Developer,ProductCo,Chennai,591385,975211,Remote,Entry,50-200,"Power BI, Airflow, Kubernetes, Python, JavaScript",2026-05-08,We are a technology company focused on data analytics and AI solutions.,783298.0
197,Data Engineer,Finance Inc,Pune,527286,1921164,Onsite,Entry,200-500,"Spark, Power BI, JavaScript, Machine Learning, Azure",2026-05-07,We are a technology company focused on data analytics and AI solutions.,1224225.0
198,Data Analyst,MegaCorp,Hyderabad,737785,863646,Hybrid,Senior,500+,"Spark, Docker, R, Power BI",2026-05-09,We are a technology company focused on data analytics and AI solutions.,800715.5
199,Business Analyst,Analytics Pro,Mumbai,311745,1065798,Onsite,Mid,10-50,"PyTorch, Google Cloud, Spark, Docker, Python",2026-04-16,We are a technology company focused on data analytics and AI solutions.,688771.5
200,Data Analyst Junior,Tech Corp,Delhi,588173,1529532,Remote,Senior,200-500,"Machine Learning, Python, Kubernetes, Excel, Power BI, Tableau",2026-05-14,We are a technology company focused on data analytics and AI solutions.,1058852.5
201,Marketing Analyst,ProductCo,Bangalore,444097,1723945,Hybrid,Senior,10-50,"Kubernetes, Machine Learning, JavaScript, Visualization, R, Excel",2026-06-03,We are a technology company focused on data analytics and AI solutions.,1084021.0
202,Analytics Manager,StartupXYZ,Hyderabad,532732,1968311,Remote,Entry,50-200,"Azure, R, JavaScript",2026-04-07,We are a technology company focused on data analytics and AI solutions.,1250521.5
203,Senior Data Analyst,Tech Corp,Hyderabad,685539,955683,Remote,Senior,50-200,"DAX, Spark, Azure, Kubernetes",2026-03-17,We are a technology company focused on data analytics and AI solutions.,820611.0
204,Product Analyst,SmartAnalytics,Hyderabad,445360,1706323,Onsite,Mid,50-200,"Hadoop, JavaScript, AWS, Machine Learning, Docker, Power BI",2026-04-10,We are a technology company focused on data analytics and AI solutions.,1075841.5
205,Analytics Manager,ResearchLab,Pune,389186,1432259,Remote,Mid,50-200,"Airflow, Kubernetes, Azure, PyTorch, Google Cloud, DAX",2026-03-15,We are a technology company focused on data analytics and AI solutions.,910722.5
206,BI Developer,TechVision,Chennai,699756,1336437,Hybrid,Mid,200-500,"Excel, JavaScript, Python, Visualization",2026-05-09,We are a technology company focused on data analytics and AI solutions.,1018096.5
207,ML Engineer,Analytics Pro,Hyderabad,659912,1366956,Hybrid,Senior,50-200,"Docker, R, Machine Learning, DAX, SQL",2026-03-12,We are a technology company focused on data analytics and AI solutions.,1013434.0
208,Data Analyst,StartupXYZ,Bangalore,513030,1794170,Remote,Entry,200-500,"Python, Hadoop, Spark, Airflow",2026-05-10,We are a technology company focused on data analytics and AI solutions.,1153600.0
209,Data Analyst,StartupXYZ,Hyderabad,499950,1412492,Onsite,Mid,50-200,"Hadoop, Machine Learning, Visualization, SQL",2026-03-19,We are a technology company focused on data analytics and AI solutions.,956221.0
210,Data Analyst Junior,ProductCo,Hyderabad,341846,1011830,Remote,Mid,10-50,"TensorFlow, Kubernetes, Google Cloud, Python, Machine Learning",2026-05-02,We are a technology company focused on data analytics and AI solutions.,676838.0
211,ML Engineer,Digital Solutions,Pune,794364,965140,Hybrid,Senior,200-500,"Kubernetes, AWS, PyTorch, Azure, JavaScript, Airflow",2026-03-07,We are a technology company focused on data analytics and AI solutions.,879752.0
212,Marketing Analyst,SmartAnalytics,Bangalore,638076,1989083,Onsite,Mid,50-200,"AWS, Excel, TensorFlow, Spark, Power BI, JavaScript",2026-03-24,We are a technology company focused on data analytics and AI solutions.,1313579.5
213,Research Analyst,Finance Inc,Bangalore,448554,1025160,Hybrid,Entry,50-200,"Visualization, DAX, Docker, Python, Tableau, Airflow",2026-03-27,We are a technology company focused on data analytics and AI solutions.,736857.0
214,Data Scientist,Analytics Pro,Bangalore,585555,1361672,Onsite,Entry,200-500,"R, Visualization, Google Cloud",2026-05-29,We are a technology company focused on data analytics and AI solutions.,973613.5
215,Business Analyst,Digital Solutions,Mumbai,744191,1321998,Remote,Mid,50-200,"SQL, Python, Docker, Google Cloud",2026-05-12,We are a technology company focused on data analytics and AI solutions.,1033094.5
216,Data Analyst,ProductCo,Bangalore,753761,1406217,Hybrid,Senior,10-50,"R, Tableau, Visualization",2026-05-05,We are a technology company focused on data analytics and AI solutions.,1079989.0
217,Data Engineer,ResearchLab,Delhi,640941,875388,Remote,Entry,50-200,"TensorFlow, Spark, SQL, Docker, JavaScript",2026-03-18,We are a technology company focused on data analytics and AI solutions.,758164.5
218,Data Analyst,InfoTech,Hyderabad,614451,1355689,Onsite,Entry,500+,"TensorFlow, Kubernetes, Excel, Power BI, Hadoop, Azure",2026-04-11,We are a technology company focused on data analytics and AI solutions.,985070.0
219,Analytics Manager,CloudSystems,Delhi,696309,1318727,Onsite,Lead,200-500,"Docker, TensorFlow, Azure",2026-03-09,We are a technology company focused on data analytics and AI solutions.,1007518.0
220,Data Analyst,CloudSystems,Mumbai,770474,1032601,Remote,Entry,200-500,"R, Python, Airflow, Docker, Google Cloud, Azure",2026-05-24,We are a technology company focused on data analytics and AI solutions.,901537.5
221,Senior Data Analyst,Finance Inc,Hyderabad,584186,1976410,Hybrid,Lead,200-500,"Excel, DAX, JavaScript, AWS, Kubernetes",2026-05-04,We are a technology company focused on data analytics and AI solutions.,1280298.0
222,Data Analyst,ResearchLab,Bangalore,352930,1882660,Remote,Mid,10-50,"DAX, Hadoop, Google Cloud",2026-05-29,We are a technology company focused on data analytics and AI solutions.,1117795.0
223,Data Scientist,DataFirst,Pune,548656,905111,Hybrid,Senior,50-200,"SQL, Docker, Excel, AWS",2026-05-24,We are a technology company focused on data analytics and AI solutions.,726883.5
224,Data Scientist,Finance Inc,Gurgaon,737629,1229667,Hybrid,Entry,200-500,"Docker, Kubernetes, R, Tableau, SQL, Excel",2026-03-19,We are a technology company focused on data analytics and AI solutions.,983648.0
225,Marketing Analyst,Analytics Pro,Bangalore,544459,962982,Onsite,Entry,10-50,"Tableau, Machine Learning, Spark",2026-05-23,We are a technology company focused on data analytics and AI solutions.,753720.5
226,Product Analyst,Analytics Pro,Bangalore,524695,1098185,Hybrid,Senior,50-200,"SQL, Kubernetes, Spark",2026-03-30,We are a technology company focused on data analytics and AI solutions.,811440.0
227,Research Analyst,AI Solutions,Chennai,660027,1034386,Remote,Senior,50-200,"Azure, R, Kubernetes, Google Cloud, AWS",2026-04-12,We are a technology company focused on data analytics and AI solutions.,847206.5
228,Data Engineer,Digital Solutions,Mumbai,595900,1261792,Remote,Senior,50-200,"Machine Learning, DAX, AWS, Hadoop, Tableau, Excel",2026-04-29,We are a technology company focused on data analytics and AI solutions.,928846.0
229,Data Analyst,DataFirst,Hyderabad,353268,1301174,Remote,Entry,500+,"Python, Tableau, PyTorch, JavaScript",2026-05-18,We are a technology company focused on data analytics and AI solutions.,827221.0
230,Data Analyst,CloudSystems,Chennai,732430,1584625,Remote,Senior,10-50,"DAX, R, Excel, SQL, TensorFlow, Visualization",2026-05-07,We are a technology company focused on data analytics and AI solutions.,1158527.5
231,Business Analyst,StartupXYZ,Bangalore,512943,1451844,Remote,Senior,50-200,"Visualization, JavaScript, R",2026-05-13,We are a technology company focused on data analytics and AI solutions.,982393.5
232,Data Scientist,Digital Solutions,Mumbai,558916,995246,Onsite,Mid,10-50,"Airflow, Hadoop, Kubernetes, AWS",2026-05-28,We are a technology company focused on data analytics and AI solutions.,777081.0
233,Data Engineer,MegaCorp,Hyderabad,721818,1046242,Hybrid,Senior,500+,"R, JavaScript, Excel, TensorFlow, Hadoop",2026-05-20,We are a technology company focused on data analytics and AI solutions.,884030.0
234,Marketing Analyst,Analytics Pro,Hyderabad,484403,1311083,Hybrid,Senior,10-50,"Spark, Excel, Hadoop, R",2026-05-24,We are a technology company focused on data analytics and AI solutions.,897743.0
235,Data Analyst Junior,SmartAnalytics,Bangalore,348901,817633,Remote,Mid,50-200,"Machine Learning, SQL, Kubernetes, Docker, Tableau, Airflow",2026-05-11,We are a technology company focused on data analytics and AI solutions.,583267.0
236,Product Analyst,TechVision,Delhi,662130,1812384,Onsite,Entry,200-500,"Machine Learning, PyTorch, Hadoop",2026-03-29,We are a technology company focused on data analytics and AI solutions.,1237257.0
237,Research Analyst,ResearchLab,Bangalore,494488,1666964,Onsite,Mid,200-500,"Power BI, Python, Docker, Azure, Google Cloud",2026-05-05,We are a technology company focused on data analytics and AI solutions.,1080726.0
238,ML Engineer,Tech Corp,Bangalore,463268,849104,Remote,Entry,50-200,"Kubernetes, Docker, Spark, Airflow, R",2026-03-26,We are a technology company focused on data analytics and AI solutions.,656186.0
239,Research Analyst,Finance Inc,Hyderabad,690530,1759125,Onsite,Mid,50-200,"AWS, TensorFlow, Airflow",2026-03-30,We are a technology company focused on data analytics and AI solutions.,1224827.5
240,Senior Data Analyst,Analytics Pro,Bangalore,567770,1663663,Hybrid,Mid,50-200,"Azure, Airflow, Excel",2026-04-04,We are a technology company focused on data analytics and AI solutions.,1115716.5
241,Analytics Manager,Digital Solutions,Kolkata,438496,1916964,Remote,Entry,50-200,"Machine Learning, R, Airflow, TensorFlow, SQL, Azure",2026-03-18,We are a technology company focused on data analytics and AI solutions.,1177730.0
242,Senior Data Analyst,DataFirst,Bangalore,575001,1941154,Hybrid,Mid,10-50,"Machine Learning, SQL, Kubernetes, Power BI",2026-04-24,We are a technology company focused on data analytics and AI solutions.,1258077.5
243,Data Analyst,TechVision,Mumbai,541531,1489115,Hybrid,Entry,50-200,"Airflow, Kubernetes, Machine Learning, Visualization, Excel, JavaScript",2026-03-14,We are a technology company focused on data analytics and AI solutions.,1015323.0
244,Product Analyst,SmartAnalytics,Pune,546693,1364678,Remote,Senior,50-200,"Azure, Kubernetes, Visualization, Power BI, Excel, Hadoop",2026-04-14,We are a technology company focused on data analytics and AI solutions.,955685.5
245,Analytics Manager,Digital Solutions,Mumbai,713198,1940234,Onsite,Senior,50-200,"Spark, Tableau, Hadoop, PyTorch",2026-04-21,We are a technology company focused on data analytics and AI solutions.,1326716.0
246,Data Engineer,Tech Corp,Hyderabad,770177,857993,Onsite,Entry,200-500,"Python, Hadoop, Kubernetes, Airflow",2026-05-22,We are a technology company focused on data analytics and AI solutions.,814085.0
247,ML Engineer,TechVision,Bangalore,695196,1005768,Hybrid,Lead,500+,"Tableau, JavaScript, DAX, Python, Machine Learning",2026-05-23,We are a technology company focused on data analytics and AI solutions.,850482.0
248,Data Scientist,MegaCorp,Bangalore,479362,1571148,Hybrid,Mid,200-500,"Airflow, Azure, AWS, TensorFlow",2026-03-14,We are a technology company focused on data analytics and AI solutions.,1025255.0
249,Product Analyst,Tech Corp,Bangalore,326431,1822460,Hybrid,Entry,10-50,"AWS, Azure, PyTorch",2026-05-26,We are a technology company focused on data analytics and AI solutions.,1074445.5
250,Product Analyst,ProductCo,Bangalore,647120,1593853,Hybrid,Entry,10-50,"Power BI, Google Cloud, AWS, Airflow, Machine Learning",2026-03-11,We are a technology company focused on data analytics and AI solutions.,1120486.5
251,Senior Data Analyst,DataFlow,Pune,538360,1542296,Hybrid,Mid,500+,"Spark, Google Cloud, Hadoop, Visualization, Machine Learning",2026-04-17,We are a technology company focused on data analytics and AI solutions.,1040328.0
252,Data Analyst,ProductCo,Bangalore,644855,1342015,Remote,Senior,50-200,"PyTorch, SQL, Power BI, DAX, Spark, Airflow",2026-04-16,We are a technology company focused on data analytics and AI solutions.,993435.0
253,BI Developer,CloudSystems,Bangalore,326385,1698850,Hybrid,Senior,10-50,"Excel, Docker, Machine Learning, DAX",2026-04-12,We are a technology company focused on data analytics and AI solutions.,1012617.5
254,Marketing Analyst,Digital Solutions,Mumbai,731374,1057681,Onsite,Entry,50-200,"Machine Learning, Visualization, JavaScript",2026-04-09,We are a technology company focused on data analytics and AI solutions.,894527.5
255,Senior Data Analyst,Analytics Pro,Bangalore,716235,894018,Hybrid,Entry,200-500,"JavaScript, PyTorch, Kubernetes, Azure",2026-04-25,We are a technology company focused on data analytics and AI solutions.,805126.5
256,Product Analyst,Analytics Pro,Pune,580783,1029104,Remote,Mid,200-500,"Google Cloud, TensorFlow, AWS, Python",2026-05-11,We are a technology company focused on data analytics and AI solutions.,804943.5
257,Business Analyst,Analytics Pro,Mumbai,385530,1642186,Onsite,Entry,50-200,"Machine Learning, Kubernetes, Excel, AWS",2026-03-24,We are a technology company focused on data analytics and AI solutions.,1013858.0
258,ML Engineer,SmartAnalytics,Bangalore,530983,993510,Remote,Entry,10-50,"AWS, Hadoop, PyTorch, Power BI",2026-05-02,We are a technology company focused on data analytics and AI solutions.,762246.5
259,Marketing Analyst,DataFlow,Delhi,583707,1958423,Remote,Entry,500+,"Airflow, Docker, TensorFlow, Visualization, R",2026-05-12,We are a technology company focused on data analytics and AI solutions.,1271065.0
260,Senior Data Analyst,ProductCo,Mumbai,732557,1254162,Remote,Senior,50-200,"Visualization, Hadoop, TensorFlow, Tableau, Python, Power BI",2026-03-19,We are a technology company focused on data analytics and AI solutions.,993359.5
261,ML Engineer,DataFlow,Mumbai,677816,1624899,Remote,Senior,200-500,"TensorFlow, Spark, DAX, JavaScript, Python",2026-04-11,We are a technology company focused on data analytics and AI solutions.,1151357.5
262,Business Analyst,InfoTech,Bangalore,698992,1735129,Onsite,Mid,200-500,"Kubernetes, DAX, SQL, Google Cloud",2026-04-12,We are a technology company focused on data analytics and AI solutions.,1217060.5
263,Data Analyst Junior,Digital Solutions,Bangalore,729660,1924905,Hybrid,Senior,200-500,"Machine Learning, PyTorch, Hadoop, Airflow, Visualization, Kubernetes",2026-04-16,We are a technology company focused on data analytics and AI solutions.,1327282.5
264,Business Analyst,DataFlow,Delhi,762132,1879583,Remote,Mid,50-200,"Hadoop, Docker, R, Visualization, JavaScript, Kubernetes",2026-03-18,We are a technology company focused on data analytics and AI solutions.,1320857.5
265,Business Analyst,StartupXYZ,Hyderabad,701927,1808806,Onsite,Mid,50-200,"AWS, TensorFlow, R",2026-03-18,We are a technology company focused on data analytics and AI solutions.,1255366.5
266,ML Engineer,Finance Inc,Bangalore,505390,1494892,Onsite,Entry,50-200,"Python, SQL, PyTorch, Azure, Airflow",2026-03-16,We are a technology company focused on data analytics and AI solutions.,1000141.0
267,Research Analyst,Finance Inc,Hyderabad,645114,1860899,Onsite,Mid,500+,"Excel, TensorFlow, PyTorch, Visualization, SQL, Docker",2026-04-16,We are a technology company focused on data analytics and AI solutions.,1253006.5
268,ML Engineer,StartupXYZ,Delhi,543373,1697767,Remote,Lead,500+,"Docker, TensorFlow, PyTorch, Excel, Power BI",2026-04-05,We are a technology company focused on data analytics and AI solutions.,1120570.0
269,BI Developer,TechVision,Bangalore,647697,1960932,Hybrid,Mid,10-50,"Azure, Spark, AWS, Visualization, Docker, Machine Learning",2026-03-31,We are a technology company focused on data analytics and AI solutions.,1304314.5
270,Data Analyst,AI Solutions,Chennai,461779,1435232,Onsite,Mid,10-50,"Airflow, SQL, Tableau",2026-05-03,We are a technology company focused on data analytics and AI solutions.,948505.5
271,Analytics Manager,SmartAnalytics,Mumbai,470182,1004451,Onsite,Mid,500+,"R, Excel, Machine Learning",2026-03-17,We are a technology company focused on data analytics and AI solutions.,737316.5
272,Research Analyst,TechVision,Pune,492860,1355655,Remote,Entry,200-500,"JavaScript, Tableau, Spark",2026-05-14,We are a technology company focused on data analytics and AI solutions.,924257.5
273,Data Scientist,Tech Corp,Kolkata,382879,1903200,Remote,Senior,500+,"Google Cloud, Docker, JavaScript",2026-05-17,We are a technology company focused on data analytics and AI solutions.,1143039.5
274,Analytics Manager,DataFirst,Pune,732043,1203322,Hybrid,Mid,10-50,"Visualization, Azure, Docker",2026-04-05,We are a technology company focused on data analytics and AI solutions.,967682.5
275,Data Analyst,SmartAnalytics,Pune,538260,868008,Onsite,Mid,50-200,"Hadoop, Excel, Kubernetes, Machine Learning, PyTorch, Python",2026-05-22,We are a technology company focused on data analytics and AI solutions.,703134.0
276,Senior Data Analyst,SmartAnalytics,Bangalore,698871,1177539,Hybrid,Mid,200-500,"JavaScript, Machine Learning, Power BI, SQL, R, TensorFlow",2026-05-11,We are a technology company focused on data analytics and AI solutions.,938205.0
277,Marketing Analyst,Tech Corp,Mumbai,607003,916492,Hybrid,Mid,200-500,"Power BI, Airflow, Tableau, Machine Learning, JavaScript, R",2026-05-05,We are a technology company focused on data analytics and AI solutions.,761747.5
278,BI Developer,DataFlow,Bangalore,746841,872240,Remote,Entry,50-200,"Google Cloud, Machine Learning, Excel",2026-06-02,We are a technology company focused on data analytics and AI solutions.,809540.5
